card_id,customer_id,card1,card2,card3,network,card5,card_type,home_region,home_country,n_txns,n_online,n_in_person,median_amt,p95_amt,max_amt,n_regions,n_products,top_products,first_seen,last_seen
C12158-K1,C12158,10263,555.0,150.0,visa,226.0,debit,123.0,87.0,9,1,8,83.43,156.8,199.96,2,2,W|R,2016-07-29 16:21:59,2016-12-02 21:22:18
C12159-K1,C12159,21041,543.0,150.0,mastercard,224.0,debit,436.0,87.0,3,0,3,57.93,58.87,58.97,1,1,W,2016-07-18 00:52:20,2016-12-11 16:16:53
C12160-K1,C12160,21457,555.0,150.0,visa,226.0,credit,181.0,87.0,11,3,8,59.09,435.25,724.54,2,3,W|H|R,2016-08-06 19:27:35,2016-12-11 10:57:49
C12161-K1,C12161,23480,555.0,150.0,visa,226.0,debit,327.0,87.0,15,4,11,57.96,167.98,209.91,2,3,R|W|H,2016-07-10 10:48:45,2016-12-15 00:06:13
C12162-K1,C12162,19910,225.0,150.0,mastercard,224.0,debit,269.0,87.0,7,0,7,49.06,311.99,312.01,1,1,W,2016-07-06 23:53:28,2016-12-06 22:53:36
C12163-K1,C12163,11098,418.0,150.0,visa,226.0,credit,264.0,87.0,4,2,2,211.99,994.42,1103.92,3,3,H|W|C,2016-07-24 22:57:53,2016-11-14 13:41:31
C12164-K1,C12164,10256,543.0,150.0,mastercard,224.0,debit,485.0,87.0,2,0,2,108.47,108.51,108.52,1,1,W,2016-11-23 21:21:59,2016-11-24 23:44:13
C12165-K1,C12165,11760,"","","","","",476.0,87.0,1,0,1,107.86,107.86,107.86,1,1,W,2016-12-11 02:01:27,2016-12-11 02:01:27
C12165-K2,C12165,11760,555.0,150.0,visa,226.0,credit,476.0,87.0,17,1,16,117.08,1473.41,3391.03,1,2,R|W,2016-07-07 00:56:47,2016-11-22 18:56:16
C12166-K1,C12166,14670,"","","","","",299.0,87.0,4,0,4,134.48,223.76,226.02,1,1,W,2016-09-30 16:22:15,2016-12-09 01:29:11
C12166-K2,C12166,14670,490.0,150.0,visa,226.0,debit,299.0,87.0,3973,580,3393,88.58,422.58,2784.42,35,5,S|W|H|R|C,2016-07-03 00:40:14,2016-12-31 23:20:14
C12167-K1,C12167,21182,216.0,150.0,visa,226.0,credit,485.0,87.0,23,1,22,117.07,543.01,554.02,5,2,W|R,2016-07-06 18:01:03,2016-12-25 20:15:58
C12168-K1,C12168,17018,543.0,150.0,mastercard,224.0,debit,472.0,87.0,3,0,3,108.58,296.54,317.43,1,1,W,2016-07-17 16:55:30,2016-08-10 22:20:44
C12169-K1,C12169,15027,555.0,150.0,mastercard,102.0,credit,330.0,87.0,5,3,2,32.67,371.93,435.68,3,2,W|C,2016-07-15 15:45:51,2016-09-26 00:08:00
C12170-K1,C12170,21260,225.0,150.0,mastercard,224.0,debit,264.0,87.0,14,1,13,77.11,244.96,280.05,2,2,W|C,2016-07-12 01:32:03,2016-12-26 13:32:36
C12171-K1,C12171,17524,321.0,150.0,visa,226.0,debit,476.0,87.0,34,0,34,48.43,98.77,108.43,1,1,W,2016-07-04 14:36:14,2016-12-15 20:46:12
C12172-K1,C12172,18889,543.0,150.0,mastercard,224.0,debit,204.0,87.0,4,2,2,59.0,93.89,100.04,1,2,H|W,2016-07-16 16:26:32,2016-09-11 03:17:41
C12173-K1,C12173,17180,555.0,150.0,mastercard,102.0,credit,264.0,87.0,2,0,2,160.01,160.03,160.03,1,1,W,2016-08-07 00:26:40,2016-11-22 17:56:37
C12174-K1,C12174,22629,576.0,229.0,mastercard,190.0,credit,"","",22,22,0,37.94,50.6,50.8,1,1,C,2016-10-18 16:04:41,2016-12-07 07:23:12
C12175-K1,C12175,22180,122.0,150.0,mastercard,126.0,debit,315.0,87.0,2,0,2,35.89,35.9,35.9,1,1,W,2016-12-28 22:53:34,2016-12-28 23:05:04
C12176-K1,C12176,12358,275.0,150.0,mastercard,224.0,debit,264.0,87.0,10,0,10,116.92,146.74,171.0,1,1,W,2016-10-03 16:57:44,2016-12-26 16:50:51
C12177-K1,C12177,21518,555.0,150.0,visa,226.0,debit,325.0,87.0,25,1,24,226.08,1081.94,1104.09,1,2,H|W,2016-07-07 13:20:45,2016-12-24 21:25:18
C12178-K1,C12178,15317,555.0,150.0,visa,226.0,debit,231.0,87.0,11,1,10,107.93,247.46,335.01,1,2,W|H,2016-07-27 14:40:05,2016-12-25 23:25:36
C12179-K1,C12179,22486,138.0,200.0,visa,226.0,debit,"","",2,2,0,39.06,39.06,39.06,1,1,C,2016-08-13 16:30:38,2016-08-13 16:34:59
C12180-K1,C12180,19466,268.0,150.0,mastercard,166.0,debit,123.0,87.0,1,0,1,96.91,96.91,96.91,1,1,W,2016-07-04 12:40:23,2016-07-04 12:40:23
C12181-K1,C12181,22686,"","","","","",269.0,87.0,1,0,1,87.86,87.86,87.86,1,1,W,2016-09-28 16:23:00,2016-09-28 16:23:00
C12181-K2,C12181,22686,555.0,150.0,visa,195.0,debit,269.0,87.0,19,0,19,57.95,110.1,130.02,1,1,W,2016-07-29 14:32:39,2016-11-07 18:03:39
C12182-K1,C12182,14783,132.0,150.0,visa,195.0,debit,310.0,87.0,1,0,1,57.99,57.99,57.99,1,1,W,2016-10-02 16:48:30,2016-10-02 16:48:30
C12183-K1,C12183,19519,591.0,150.0,visa,195.0,credit,310.0,87.0,1,1,0,100.05,100.05,100.05,1,1,R,2016-07-28 18:05:22,2016-07-28 18:05:22
C12184-K1,C12184,11981,480.0,150.0,mastercard,224.0,debit,472.0,87.0,14,1,13,117.09,411.67,553.92,1,2,W|R,2016-07-09 20:56:59,2016-12-15 17:23:15
C12185-K1,C12185,10916,302.0,150.0,visa,226.0,debit,387.0,87.0,1,0,1,117.08,117.08,117.08,1,1,W,2016-12-20 13:06:44,2016-12-20 13:06:44
C12186-K1,C12186,20356,368.0,102.0,mastercard,224.0,debit,"","",14,14,0,29.53,70.02,72.47,1,1,C,2016-07-14 03:49:46,2016-11-30 20:45:38
C12187-K1,C12187,18738,555.0,150.0,visa,226.0,debit,512.0,87.0,2,0,2,136.42,180.98,185.93,1,1,W,2016-09-29 00:39:24,2016-10-18 15:55:33
C12188-K1,C12188,15714,555.0,190.0,visa,226.0,credit,"","",2,2,0,50.35,50.37,50.37,1,1,C,2016-08-03 16:08:19,2016-08-03 16:13:35
C12189-K1,C12189,19587,555.0,150.0,visa,226.0,debit,327.0,87.0,23,2,21,68.03,416.06,844.57,1,2,W|H,2016-07-04 20:07:28,2016-11-25 16:14:17
C12190-K1,C12190,20138,555.0,191.0,visa,226.0,credit,296.0,54.0,3,3,0,75.02,75.04,75.04,2,1,H,2016-10-31 15:57:23,2016-10-31 16:15:55
C12191-K1,C12191,20615,515.0,119.0,visa,137.0,credit,296.0,65.0,36,36,0,46.13,71.02,188.96,2,2,H|C,2016-07-16 15:20:11,2016-11-23 17:40:27
C12192-K1,C12192,16705,549.0,150.0,visa,226.0,credit,299.0,87.0,9,4,5,99.95,194.34,209.88,1,3,H|W|R,2016-07-06 16:44:32,2016-12-30 20:37:17
C12193-K1,C12193,18368,555.0,150.0,visa,226.0,debit,253.0,87.0,6,0,6,444.94,445.06,445.08,1,1,W,2016-10-20 01:06:53,2016-10-21 17:58:10
C12194-K1,C12194,22660,"",150.0,visa,195.0,debit,299.0,87.0,9,7,2,199.91,310.49,317.45,1,2,R|W,2016-07-13 00:38:12,2016-10-19 15:51:57
C12195-K1,C12195,19236,310.0,150.0,mastercard,195.0,debit,170.0,87.0,2,0,2,75.03,76.79,76.98,1,1,W,2016-07-09 00:49:35,2016-12-09 13:24:52
C12196-K1,C12196,17324,555.0,150.0,visa,195.0,credit,387.0,87.0,1,1,0,150.01,150.01,150.01,1,1,R,2016-08-13 16:54:16,2016-08-13 16:54:16
C12197-K1,C12197,10748,161.0,150.0,visa,226.0,debit,205.0,87.0,1,1,0,149.91,149.91,149.91,1,1,R,2016-07-16 05:37:18,2016-07-16 05:37:18
C12198-K1,C12198,14876,588.0,150.0,visa,226.0,credit,441.0,87.0,2,2,0,100.01,100.07,100.08,2,2,R|H,2016-07-08 21:00:01,2016-07-27 16:46:04
C12199-K1,C12199,19874,555.0,150.0,visa,226.0,debit,337.0,87.0,17,7,10,58.02,151.95,159.9,1,3,W|H|R,2016-07-23 17:53:18,2016-12-02 10:47:43
C12200-K1,C12200,16124,555.0,150.0,visa,226.0,debit,315.0,87.0,9,0,9,335.03,387.58,422.58,1,1,W,2016-10-26 15:28:21,2016-11-14 20:16:08
C12201-K1,C12201,17291,555.0,150.0,visa,226.0,debit,299.0,87.0,46,0,46,39.46,301.7,500.02,2,1,W,2016-07-03 17:27:08,2016-12-29 03:13:03
C12202-K1,C12202,12798,583.0,150.0,visa,226.0,credit,325.0,87.0,1,1,0,24.96,24.96,24.96,1,1,R,2016-07-22 15:01:25,2016-07-22 15:01:25
C12203-K1,C12203,18971,399.0,150.0,american express,137.0,credit,299.0,87.0,4,4,0,175.04,667.45,749.94,3,1,R,2016-07-20 21:52:05,2016-08-02 21:42:59
C12204-K1,C12204,20417,"","","","","",327.0,87.0,1,0,1,335.07,335.07,335.07,1,1,W,2016-12-08 22:47:46,2016-12-08 22:47:46
C12204-K2,C12204,20417,512.0,150.0,mastercard,117.0,debit,327.0,87.0,5,0,5,280.07,1014.83,1075.02,1,1,W,2016-10-21 19:17:32,2016-12-21 12:03:32
C12205-K1,C12205,13546,327.0,150.0,discover,166.0,debit,143.0,87.0,1,1,0,25.04,25.04,25.04,1,1,H,2016-12-22 20:00:57,2016-12-22 20:00:57
C12206-K1,C12206,16097,517.0,150.0,mastercard,224.0,debit,436.0,87.0,1,0,1,170.31,170.31,170.31,1,1,W,2016-09-25 21:21:40,2016-09-25 21:21:40
C12207-K1,C12207,19333,399.0,150.0,american express,146.0,credit,181.0,87.0,9,9,0,100.05,1000.09,1000.09,7,2,H|R,2016-07-06 02:00:26,2016-07-24 17:49:51
C12208-K1,C12208,10254,346.0,150.0,mastercard,195.0,debit,299.0,87.0,30,13,17,150.01,605.81,784.27,6,3,H|W|R,2016-07-03 19:47:24,2016-12-08 17:52:06
C12209-K1,C12209,23355,302.0,150.0,visa,226.0,debit,143.0,87.0,4,2,2,165.98,305.74,309.95,1,2,H|W,2016-07-04 16:33:01,2016-07-16 04:37:41
C12210-K1,C12210,12599,543.0,150.0,mastercard,224.0,debit,110.0,87.0,7,0,7,210.52,312.72,312.73,1,1,W,2016-07-17 20:50:47,2016-11-25 17:23:41
C12211-K1,C12211,15422,"","","","","",126.0,87.0,3,0,3,35.93,305.08,334.99,3,1,W,2016-09-29 14:46:52,2016-12-08 00:51:55
C12211-K2,C12211,15422,361.0,150.0,visa,195.0,debit,204.0,87.0,369,52,317,100.0,497.58,4631.09,18,5,R|C|W|H|S,2016-07-03 14:08:33,2016-12-30 16:35:32
C12212-K1,C12212,14695,202.0,185.0,mastercard,224.0,credit,"","",46,46,0,39.21,108.88,148.42,1,1,C,2016-07-25 05:40:58,2016-12-21 01:00:44
C12213-K1,C12213,15901,349.0,117.0,visa,226.0,credit,"","",4,4,0,36.96,78.83,85.21,1,1,C,2016-08-08 01:52:22,2016-11-28 18:31:13
C12214-K1,C12214,13443,399.0,150.0,american express,137.0,credit,204.0,87.0,3,3,0,99.91,99.95,99.95,2,1,R,2016-07-17 18:26:42,2016-11-12 16:02:06
C12215-K1,C12215,14161,517.0,150.0,mastercard,224.0,debit,203.0,87.0,3,0,3,2431.0,2448.97,2450.97,2,1,W,2016-10-12 14:24:52,2016-12-30 23:07:19
C12216-K1,C12216,23256,555.0,150.0,visa,226.0,credit,123.0,87.0,2,1,1,472.14,829.64,869.36,1,2,R|W,2016-07-23 14:48:17,2016-07-31 17:37:35
C12217-K1,C12217,22293,202.0,185.0,mastercard,224.0,credit,284.0,60.0,14,14,0,33.71,60.65,63.21,2,1,C,2016-07-14 09:08:14,2016-12-21 02:05:26
C12218-K1,C12218,18985,225.0,150.0,mastercard,166.0,debit,110.0,87.0,1,0,1,337.51,337.51,337.51,1,1,W,2016-11-12 19:54:56,2016-11-12 19:54:56
C12219-K1,C12219,16088,555.0,150.0,visa,226.0,debit,110.0,87.0,9,1,8,107.94,109.1,109.56,1,2,W|H,2016-08-07 22:20:56,2016-12-27 21:03:41
C12220-K1,C12220,12797,555.0,150.0,visa,226.0,debit,126.0,87.0,1,0,1,883.96,883.96,883.96,1,1,W,2016-10-24 14:55:07,2016-10-24 14:55:07
C12221-K1,C12221,22395,543.0,150.0,mastercard,224.0,debit,472.0,87.0,1,0,1,884.09,884.09,884.09,1,1,W,2016-07-14 17:58:09,2016-07-14 17:58:09
C12222-K1,C12222,12338,543.0,150.0,mastercard,224.0,debit,330.0,87.0,8,0,8,76.94,138.61,160.98,1,1,W,2016-09-29 19:27:11,2016-10-14 13:51:51
C12223-K1,C12223,10181,435.0,150.0,visa,226.0,debit,476.0,87.0,138,9,129,59.0,499.94,884.02,2,4,R|S|W|H,2016-07-03 13:46:25,2016-12-26 21:39:04
C12224-K1,C12224,19652,321.0,150.0,visa,195.0,debit,428.0,87.0,2,0,2,68.88,103.98,107.88,1,1,W,2016-11-22 03:18:57,2016-11-22 03:28:30
C12225-K1,C12225,19015,"","","","","",264.0,87.0,1,0,1,117.06,117.06,117.06,1,1,W,2016-12-07 01:44:19,2016-12-07 01:44:19
C12225-K2,C12225,19015,226.0,150.0,mastercard,102.0,credit,264.0,87.0,62,9,53,116.99,1505.24,3547.04,17,3,R|W|H,2016-07-03 21:26:47,2016-12-22 20:42:53
C12226-K1,C12226,13409,"","","","","",337.0,87.0,1,0,1,77.98,77.98,77.98,1,1,W,2016-12-06 23:32:46,2016-12-06 23:32:46
C12226-K2,C12226,13409,506.0,150.0,visa,226.0,debit,337.0,87.0,88,1,87,63.49,167.1,210.03,3,2,W|R,2016-07-04 12:04:01,2016-12-25 16:57:52
C12227-K1,C12227,17724,152.0,150.0,visa,166.0,debit,181.0,87.0,2,2,0,25.01,29.49,29.99,2,1,H,2016-07-31 20:53:48,2016-10-09 02:12:51
C12228-K1,C12228,23169,555.0,102.0,visa,137.0,credit,"","",3,3,0,10.54,45.22,49.07,1,1,C,2016-09-05 15:07:49,2016-10-12 17:44:41
C12229-K1,C12229,14445,490.0,150.0,visa,226.0,debit,308.0,87.0,2,0,2,92.68,96.5,96.92,1,1,W,2016-10-11 17:22:50,2016-10-11 19:45:42
C12230-K1,C12230,20842,390.0,150.0,mastercard,224.0,debit,299.0,87.0,21,9,12,54.56,312.87,350.02,2,3,R|W|H,2016-07-07 18:40:14,2016-12-12 03:35:39
C12231-K1,C12231,13269,555.0,150.0,visa,226.0,debit,269.0,87.0,8,3,5,108.57,288.95,288.97,1,3,W|H|R,2016-07-10 20:36:46,2016-12-14 18:37:20
C12232-K1,C12232,15956,555.0,150.0,visa,226.0,credit,299.0,87.0,12,1,11,125.56,653.05,774.07,1,2,W|H,2016-07-05 19:58:35,2016-11-20 14:46:20
C12233-K1,C12233,16605,226.0,150.0,mastercard,190.0,credit,330.0,87.0,1,1,0,149.99,149.99,149.99,1,1,R,2016-07-03 22:43:54,2016-07-03 22:43:54
C12234-K1,C12234,12525,"","","","","",384.0,87.0,2,0,2,230.47,393.83,411.98,2,1,W,2016-09-27 14:31:20,2016-09-27 16:24:31
C12234-K2,C12234,12525,270.0,150.0,visa,166.0,debit,315.0,87.0,502,4,498,59.03,390.02,1098.94,42,2,W|H,2016-07-02 01:10:40,2016-12-28 22:05:01
C12235-K1,C12235,10901,399.0,150.0,american express,133.0,credit,143.0,87.0,1,1,0,199.92,199.92,199.92,1,1,R,2016-07-21 20:49:44,2016-07-21 20:49:44
C12236-K1,C12236,18317,555.0,150.0,visa,226.0,debit,269.0,87.0,2,0,2,54.51,54.58,54.59,1,1,W,2016-08-26 04:52:11,2016-08-26 19:38:09
C12237-K1,C12237,18520,555.0,150.0,visa,226.0,credit,299.0,87.0,5,0,5,58.92,885.27,975.33,1,1,W,2016-07-23 19:54:26,2016-10-22 22:12:36
C12238-K1,C12238,22464,555.0,150.0,visa,226.0,debit,315.0,87.0,8,0,8,107.89,108.03,108.04,2,1,W,2016-07-03 03:46:47,2016-12-18 02:52:35
C12239-K1,C12239,10782,555.0,150.0,visa,226.0,credit,315.0,87.0,2,0,2,440.53,740.67,774.02,1,1,W,2016-08-30 21:15:05,2016-09-09 20:42:08
C12240-K1,C12240,17033,211.0,150.0,visa,166.0,debit,299.0,87.0,13,0,13,48.95,82.22,116.95,3,1,W,2016-07-11 02:03:40,2016-09-24 19:14:56
C12241-K1,C12241,17249,517.0,150.0,mastercard,224.0,debit,226.0,87.0,16,1,15,94.47,484.94,500.01,1,2,W|H,2016-07-04 17:26:59,2016-12-24 18:19:48
C12242-K1,C12242,22620,480.0,150.0,mastercard,195.0,debit,264.0,87.0,1,0,1,49.92,49.92,49.92,1,1,W,2016-08-10 21:45:12,2016-08-10 21:45:12
C12243-K1,C12243,15214,555.0,150.0,visa,226.0,debit,299.0,87.0,3,0,3,279.92,627.38,665.99,1,1,W,2016-07-09 23:49:31,2016-12-15 17:21:31
C12244-K1,C12244,18941,555.0,144.0,mastercard,224.0,credit,348.0,96.0,4,4,0,107.71,114.07,114.08,3,3,R|C|H,2016-07-27 15:12:20,2016-11-08 16:08:39
C12245-K1,C12245,18812,"","","","","",264.0,87.0,1,0,1,53.29,53.29,53.29,1,1,W,2016-12-06 02:22:09,2016-12-06 02:22:09
C12245-K2,C12245,18812,225.0,150.0,mastercard,117.0,debit,264.0,87.0,7,0,7,65.05,147.89,164.97,1,1,W,2016-07-04 03:05:23,2016-12-14 02:22:22
C12246-K1,C12246,22991,555.0,121.0,mastercard,224.0,credit,"","",1,1,0,44.11,44.11,44.11,1,1,C,2016-09-25 19:25:20,2016-09-25 19:25:20
C12247-K1,C12247,21201,310.0,150.0,mastercard,224.0,debit,441.0,87.0,7,1,6,67.98,554.04,554.08,1,2,W|H,2016-07-11 03:08:22,2016-11-01 19:25:46
C12248-K1,C12248,22797,555.0,150.0,visa,226.0,debit,264.0,87.0,4,0,4,52.07,90.71,97.0,1,1,W,2016-07-31 20:58:33,2016-11-30 14:14:18
C12249-K1,C12249,14162,"","","","","",325.0,87.0,1,0,1,146.01,146.01,146.01,1,1,W,2016-12-09 23:14:11,2016-12-09 23:14:11
C12249-K2,C12249,14162,278.0,150.0,visa,226.0,debit,325.0,87.0,168,9,159,107.5,409.58,3704.08,4,4,R|W|H|S,2016-07-04 18:53:52,2016-12-31 20:07:55
C12250-K1,C12250,18707,399.0,150.0,american express,223.0,credit,299.0,87.0,2,2,0,200.05,245.06,250.06,2,1,R,2016-07-19 02:13:38,2016-08-16 21:57:13
C12251-K1,C12251,18542,399.0,150.0,american express,118.0,credit,264.0,87.0,10,10,0,112.52,205.05,250.09,8,2,R|H,2016-07-21 16:52:54,2016-10-13 15:57:35
C12252-K1,C12252,17181,555.0,150.0,visa,226.0,credit,512.0,87.0,1,0,1,188.0,188.0,188.0,1,1,W,2016-08-27 04:50:00,2016-08-27 04:50:00
C12253-K1,C12253,20575,480.0,150.0,mastercard,117.0,debit,251.0,87.0,1,0,1,417.3,417.3,417.3,1,1,W,2016-08-08 17:23:15,2016-08-08 17:23:15
C12254-K1,C12254,14779,174.0,150.0,visa,226.0,debit,330.0,87.0,4,4,0,87.5,150.02,150.03,1,3,S|R|H,2016-07-15 15:47:12,2016-07-19 22:34:04
C12255-K1,C12255,18465,111.0,143.0,mastercard,224.0,credit,502.0,87.0,3,0,3,45.94,99.13,105.04,1,1,W,2016-12-22 18:03:34,2016-12-28 21:53:05
C12256-K1,C12256,19627,174.0,150.0,visa,226.0,debit,123.0,87.0,1,0,1,135.94,135.94,135.94,1,1,W,2016-10-02 16:15:29,2016-10-02 16:15:29
C12257-K1,C12257,13760,343.0,150.0,visa,226.0,credit,337.0,87.0,4,0,4,396.53,468.23,470.03,1,1,W,2016-07-15 15:43:14,2016-07-18 10:09:59
C12258-K1,C12258,11598,"","","","","","","",1,1,0,106.75,106.75,106.75,1,1,C,2016-12-12 02:09:50,2016-12-12 02:09:50
C12258-K2,C12258,11598,405.0,185.0,visa,226.0,credit,284.0,60.0,62,62,0,36.37,138.26,295.55,3,1,C,2016-07-08 06:45:41,2016-12-25 15:00:16
C12259-K1,C12259,14696,215.0,150.0,visa,166.0,debit,204.0,87.0,188,2,186,58.03,315.69,1104.07,13,2,R|W,2016-07-04 18:21:46,2016-12-31 18:53:24
C12260-K1,C12260,19472,275.0,150.0,mastercard,224.0,debit,123.0,87.0,8,0,8,47.99,56.6,58.03,1,1,W,2016-07-21 15:57:16,2016-11-05 07:21:03
C12261-K1,C12261,17069,420.0,150.0,mastercard,195.0,debit,315.0,87.0,2,2,0,17.45,19.72,19.97,1,1,H,2016-07-07 21:56:45,2016-07-22 20:45:37
C12262-K1,C12262,18800,480.0,150.0,mastercard,224.0,debit,472.0,87.0,2,0,2,444.52,543.08,554.03,1,1,W,2016-07-17 12:08:13,2016-07-17 21:11:01
C12263-K1,C12263,14022,399.0,150.0,american express,223.0,credit,299.0,87.0,1,1,0,249.93,249.93,249.93,1,1,R,2016-07-25 20:13:42,2016-07-25 20:13:42
C12264-K1,C12264,13306,555.0,194.0,visa,195.0,debit,157.0,87.0,4,0,4,59.01,164.42,183.01,1,1,W,2016-07-18 18:24:11,2016-08-03 21:40:33
C12265-K1,C12265,10010,"","","","","",264.0,87.0,3,0,3,67.89,210.27,226.09,1,1,W,2016-10-02 14:59:36,2016-12-11 00:59:48
C12265-K2,C12265,10010,116.0,150.0,visa,226.0,debit,264.0,87.0,109,5,104,97.02,591.68,1960.95,1,3,R|W|H,2016-07-06 03:27:13,2016-12-31 23:04:26
C12266-K1,C12266,13588,555.0,150.0,visa,226.0,credit,420.0,87.0,1,1,0,39.95,39.95,39.95,1,1,H,2016-07-22 02:10:06,2016-07-22 02:10:06
C12267-K1,C12267,16867,"","","","","",330.0,87.0,1,0,1,57.88,57.88,57.88,1,1,W,2016-10-02 15:42:57,2016-10-02 15:42:57
C12267-K2,C12267,16867,303.0,150.0,visa,226.0,debit,330.0,87.0,576,160,416,59.06,389.91,3182.95,11,5,R|C|W|H|S,2016-07-05 00:13:05,2016-12-31 21:16:49
C12268-K1,C12268,14023,122.0,150.0,mastercard,126.0,debit,330.0,87.0,36,1,35,45.98,180.93,225.96,9,2,R|W,2016-07-17 16:45:45,2016-12-31 17:48:55
C12269-K1,C12269,12168,138.0,200.0,visa,226.0,debit,"","",1,1,0,7.83,7.83,7.83,1,1,C,2016-08-02 21:14:59,2016-08-02 21:14:59
C12270-K1,C12270,10921,555.0,150.0,visa,226.0,credit,469.0,87.0,3,1,2,100.05,311.47,334.96,1,2,W|H,2016-07-22 19:35:41,2016-12-29 21:04:48
C12271-K1,C12271,16543,310.0,150.0,mastercard,195.0,debit,126.0,87.0,1,0,1,459.92,459.92,459.92,1,1,W,2016-11-10 20:08:56,2016-11-10 20:08:56
C12272-K1,C12272,20265,225.0,150.0,mastercard,117.0,debit,204.0,87.0,16,0,16,47.03,117.43,146.06,2,1,W,2016-07-11 16:10:45,2016-12-21 18:00:12
C12273-K1,C12273,21553,302.0,150.0,visa,195.0,debit,512.0,87.0,1,0,1,260.08,260.08,260.08,1,1,W,2016-10-20 22:43:07,2016-10-20 22:43:07
C12274-K1,C12274,16760,366.0,162.0,mastercard,102.0,debit,296.0,19.0,9,9,0,60.33,234.31,300.0,3,2,H|C,2016-07-31 16:43:22,2016-12-18 14:40:13
C12275-K1,C12275,10332,321.0,150.0,visa,226.0,debit,330.0,87.0,18,0,18,72.99,590.16,794.86,3,1,W,2016-07-21 16:05:57,2016-12-26 16:43:00
C12276-K1,C12276,19085,555.0,150.0,visa,226.0,debit,110.0,87.0,51,3,48,76.92,223.51,444.96,2,2,W|H,2016-07-03 23:38:51,2016-12-22 20:57:57
C12277-K1,C12277,19486,555.0,150.0,visa,226.0,credit,512.0,87.0,1,0,1,116.94,116.94,116.94,1,1,W,2016-12-26 23:22:23,2016-12-26 23:22:23
C12278-K1,C12278,22544,390.0,150.0,mastercard,224.0,debit,226.0,87.0,6,0,6,107.98,108.01,108.02,1,1,W,2016-07-23 19:28:57,2016-12-18 01:14:13
C12279-K1,C12279,14136,555.0,150.0,visa,226.0,debit,205.0,87.0,4,0,4,244.52,588.69,614.04,2,1,W,2016-07-20 14:28:51,2016-12-11 22:13:37
C12280-K1,C12280,19848,512.0,150.0,mastercard,224.0,debit,433.0,87.0,1,1,0,24.96,24.96,24.96,1,1,H,2016-07-11 02:43:48,2016-07-11 02:43:48
C12281-K1,C12281,17654,555.0,150.0,visa,226.0,debit,269.0,87.0,5,0,5,58.96,235.77,279.96,1,1,W,2016-09-02 03:18:37,2016-12-25 16:41:51
C12282-K1,C12282,21737,555.0,150.0,visa,226.0,debit,310.0,87.0,8,0,8,457.44,501.81,508.2,1,1,W,2016-07-30 22:14:24,2016-12-29 19:52:00
C12283-K1,C12283,19415,555.0,150.0,visa,226.0,debit,299.0,87.0,47,3,44,117.02,678.38,1103.95,3,3,W|H|R,2016-07-17 05:33:18,2016-12-29 01:33:16
C12284-K1,C12284,19636,492.0,150.0,mastercard,117.0,debit,343.0,87.0,1,1,0,149.96,149.96,149.96,1,1,R,2016-09-12 00:08:25,2016-09-12 00:08:25
C12285-K1,C12285,13570,310.0,150.0,mastercard,190.0,debit,441.0,87.0,4,3,1,431.88,957.01,999.95,1,2,R|W,2016-07-13 04:03:53,2016-08-18 00:14:09
C12286-K1,C12286,13103,361.0,150.0,visa,228.0,credit,325.0,87.0,2,2,0,124.98,192.47,199.97,1,1,R,2016-09-29 20:10:53,2016-12-21 15:51:15
C12287-K1,C12287,22579,555.0,150.0,visa,226.0,debit,325.0,87.0,9,0,9,87.86,361.83,525.04,1,1,W,2016-07-17 16:16:10,2016-12-27 22:57:27
C12288-K1,C12288,13880,392.0,150.0,mastercard,224.0,debit,327.0,87.0,1,0,1,54.57,54.57,54.57,1,1,W,2016-07-12 16:19:08,2016-07-12 16:19:08
C12289-K1,C12289,14993,555.0,150.0,visa,226.0,debit,315.0,87.0,35,3,32,100.03,262.71,335.08,8,2,W|H,2016-07-02 23:52:28,2016-12-12 21:57:43
C12290-K1,C12290,19242,555.0,147.0,visa,228.0,credit,"","",2,2,0,30.8,35.97,36.54,1,1,C,2016-09-23 02:44:06,2016-11-14 10:17:38
C12291-K1,C12291,19111,532.0,150.0,mastercard,224.0,debit,181.0,87.0,15,0,15,279.92,477.66,554.07,1,1,W,2016-07-09 16:28:55,2016-12-09 18:23:23
C12292-K1,C12292,15800,527.0,150.0,visa,226.0,debit,428.0,87.0,1,1,0,200.08,200.08,200.08,1,1,R,2016-07-05 21:57:03,2016-07-05 21:57:03
C12293-K1,C12293,11294,399.0,150.0,american express,150.0,credit,264.0,87.0,8,8,0,1000.01,1000.04,1000.05,3,1,R,2016-07-14 21:48:16,2016-10-24 18:30:04
C12294-K1,C12294,20782,555.0,150.0,visa,226.0,credit,123.0,87.0,1,0,1,91.94,91.94,91.94,1,1,W,2016-10-05 16:51:14,2016-10-05 16:51:14
C12295-K1,C12295,22584,"","","","","",204.0,87.0,2,0,2,444.55,543.06,554.01,1,1,W,2016-12-05 23:20:09,2016-12-05 23:29:20
C12295-K2,C12295,22584,596.0,150.0,mastercard,224.0,debit,204.0,87.0,155,2,153,58.95,214.29,1735.0,2,3,W|H|R,2016-07-04 18:38:57,2016-12-24 10:49:54
C12296-K1,C12296,10031,555.0,160.0,visa,138.0,debit,296.0,92.0,1,1,0,105.94,105.94,105.94,1,1,H,2016-09-08 09:27:47,2016-09-08 09:27:47
