from_txn,to_txn,gap_seconds
3395381,3395806,11365
3395806,3396570,43532
3396570,3396599,458
3396599,3396619,496
3396619,3396861,4457
3396861,3397306,7798
3397306,3397365,1105
3397365,3397448,1454
3397448,3398080,11049
3398080,3398137,787
3398137,3398456,5618
3398456,3398654,4759
3398654,3398731,2111
3398731,3399031,20963
3399031,3399033,240
3399033,3399948,32033
3399948,3400143,3235
3400143,3400630,7819
3400630,3400871,3479
3400871,3401376,9811
3401376,3401423,844
3401423,3401964,16860
3401964,3402441,34400
3402441,3402654,3963
3402654,3402750,1652
3402750,3402973,3535
3402973,3403217,4369
3403217,3403486,4624
3403486,3404237,12099
3404237,3405403,50330
3405403,3405549,3700
3405549,3405641,2110
3405641,3405771,2399
3405771,3405823,1043
3405823,3405835,387
3405835,3405955,2287
3405955,3406309,6261
3406309,3406338,428
3406338,3406563,3519
3406563,3406745,3365
3406745,3406926,3458
3406926,3407285,6711
3407285,3407294,94
3407294,3408106,23725
3408106,3408129,1413
3408129,3408832,32708
3408832,3408936,1894
3408936,3409335,6338
3409335,3409906,8180
3409906,3411038,19458
3411038,3411039,26
3411039,3411206,4210
3411206,3411296,2847
3411296,3411606,26042
3411606,3411969,13592
3411969,3412015,965
3412015,3412037,401
3412037,3412043,82
3412043,3412055,211
3412055,3412061,89
3412061,3412125,992
3412125,3412646,8914
3412646,3412978,5291
3412978,3413013,522
3413013,3413150,2374
3413150,3413209,1060
3413209,3413255,770
3413255,3413328,958
3413328,3413366,564
3413366,3413674,4750
3413674,3413843,2797
3413843,3413957,2220
3413957,3414225,4895
3414225,3414239,413
3414239,3414446,3768
3414446,3415028,37457
3415028,3415031,166
3415031,3415084,2159
3415084,3415240,3969
3415240,3415555,5456
3415555,3415564,183
3415564,3415629,1143
3415629,3415677,533
3415677,3415809,2357
3415809,3415824,215
3415824,3415967,2250
3415967,3416185,3662
3416185,3416794,9827
3416794,3417129,5313
3417129,3417154,347
3417154,3417522,6042
3417522,3417585,865
3417585,3417681,2121
3417681,3417893,4711
3417893,3418127,9460
3418127,3418269,23739
3418269,3418654,9495
3418654,3419045,7282
3419045,3419381,5213
3419381,3419511,1666
3419511,3419553,707
3419553,3419741,3090
3419741,3420238,7731
3420238,3420889,11308
3420889,3420948,1577
3420948,3421051,2008
3421051,3421135,1745
3421135,3421392,8363
3421392,3422006,34119
3422006,3422022,256
3422022,3422409,6605
3422409,3422913,7362
3422913,3423074,1985
3423074,3423835,11186
3423835,3423886,786
3423886,3424026,1972
3424026,3424176,2546
3424176,3424247,1222
3424247,3425108,18523
3425108,3425161,2890
3425161,3425277,19922
3425277,3425814,14870
3425814,3426558,12278
3426558,3426576,227
3426576,3426839,4432
3426839,3426874,513
3426874,3427045,2501
3427045,3427619,9651
3427619,3428275,12416
3428275,3428344,1865
3428344,3428360,563
3428360,3429204,43772
3429204,3429451,4557
3429451,3430088,11390
3430088,3430525,7906
3430525,3430536,175
3430536,3431508,22987
3431508,3432986,51919
3432986,3433263,4234
3433263,3433639,6292
3433639,3433919,4542
3433919,3434354,8889
3434354,3435130,46627
3435130,3435141,140
3435141,3436542,25549
3436542,3436930,7940
3436930,3437961,50939
3437961,3438004,590
3438004,3438483,9742
3438483,3439006,9347
3439006,3439306,5945
3439306,3439383,1359
3439383,3439546,2855
3439546,3439747,3500
3439747,3440481,29231
3440481,3440761,23268
3440761,3440822,1765
3440822,3441076,5106
3441076,3441139,1277
3441139,3441922,14822
3441922,3442161,4209
3442161,3442226,1516
3442226,3442309,1692
3442309,3442553,4762
3442553,3442599,740
3442599,3442738,2480
3442738,3442749,238
3442749,3442895,3285
3442895,3443203,11919
3443203,3443384,26219
3443384,3443436,1929
3443436,3443502,2540
3443502,3443688,4612
3443688,3443873,3805
3443873,3444176,5210
3444176,3444912,14253
3444912,3445041,2266
3445041,3445075,845
3445075,3445164,1751
3445164,3445222,1121
3445222,3445572,7726
3445572,3445666,2459
3445666,3445771,2514
3445771,3446266,40747
3446266,3446375,3082
3446375,3446620,5728
3446620,3446705,1818
3446705,3446811,2004
3446811,3446868,1002
3446868,3447056,4001
3447056,3447395,6567
3447395,3447466,1311
3447466,3447542,1358
3447542,3447868,6341
3447868,3447938,1327
3447938,3448130,4414
3448130,3448641,18986
3448641,3449069,31573
3449069,3449435,7842
3449435,3449636,4577
3449636,3449676,691
3449676,3450158,10058
3450158,3450411,4985
3450411,3450664,5499
3450664,3450688,459
3450688,3451698,53563
3451698,3451729,630
3451729,3452108,8093
3452108,3452465,7175
3452465,3452993,10800
3452993,3453244,4793
3453244,3453387,2511
3453387,3453512,2959
3453512,3453614,2926
3453614,3453640,555
3453640,3453928,20850
3453928,3453983,12078
3453983,3454413,15126
3454413,3454447,860
3454447,3454466,341
3454466,3454552,1671
3454552,3454821,5957
3454821,3454841,352
3454841,3454854,321
3454854,3454981,2548
3454981,3455334,6922
3455334,3455355,386
3455355,3455669,5870
3455669,3455740,1338
3455740,3455755,272
3455755,3455910,2837
3455910,3455924,316
3455924,3456360,10080
3456360,3456561,10536
3456561,3456562,382
3456562,3456568,341
3456568,3456769,26752
3456769,3456876,2988
3456876,3457105,5655
3457105,3457193,2585
3457193,3458811,32037
3458811,3458836,483
3458836,3458966,3148
3458966,3459119,5225
3459119,3459144,1258
3459144,3459514,35353
3459514,3459557,1350
3459557,3459655,2112
3459655,3460237,12416
3460237,3460978,14581
3460978,3461088,1736
3461088,3461252,3333
3461252,3461641,8450
3461641,3461885,9957
3461885,3462566,40365
3462566,3463634,22398
3463634,3463676,769
3463676,3463963,5784
3463963,3463987,412
3463987,3464284,6535
3464284,3465176,49584
3465176,3465377,4616
3465377,3465637,5543
3465637,3465664,531
3465664,3465699,1013
3465699,3466242,10199
3466242,3466276,665
3466276,3466380,1806
3466380,3466437,1043
3466437,3466787,6702
3466787,3466812,399
3466812,3466895,2028
3466895,3467050,3833
3467050,3467188,6069
3467188,3467199,850
3467199,3467455,29347
3467455,3468052,15054
3468052,3468158,2383
3468158,3468247,1872
3468247,3468416,3465
3468416,3468465,1160
3468465,3468501,875
3468501,3468785,5922
3468785,3468812,483
3468812,3468942,3270
3468942,3469540,12438
3469540,3469625,2136
3469625,3469801,5669
3469801,3470157,33773
3470157,3470209,1771
3470209,3470310,2085
3470310,3470519,5189
3470519,3470622,2247
3470622,3471782,22917
3471782,3472440,15349
3472440,3472783,33265
3472783,3472826,1564
3472826,3473023,6660
3473023,3473231,4560
3473231,3473499,6156
3473499,3473685,3609
3473685,3474695,19293
3474695,3474942,4822
3474942,3475013,1736
3475013,3475033,445
3475033,3475051,454
3475051,3475314,10537
3475314,3475691,34583
3475691,3475872,4577
3475872,3475938,1346
3475938,3476045,2038
3476045,3476424,8247
3476424,3476785,7967
3476785,3477644,19938
3477644,3477701,1931
3477701,3477746,2003
3477746,3477786,2187
3477786,3477892,11218
3477892,3477925,10170
3477925,3478033,8076
3478033,3478150,3467
3478150,3478482,7878
3478482,3479119,13728
3479119,3479147,643
3479147,3479154,144
3479154,3479651,10374
3479651,3480081,9223
3480081,3480122,1138
3480122,3480840,48634
3480840,3481257,8805
3481257,3481422,3321
3481422,3482649,23382
3482649,3482792,4034
3482792,3483153,32152
3483153,3483154,223
3483154,3483433,12614
3483433,3483455,604
3483455,3483584,3458
3483584,3483891,6212
3483891,3484435,10283
3484435,3484831,7774
3484831,3485026,3814
3485026,3485049,560
3485049,3485113,1377
3485113,3485158,1079
3485158,3485723,20393
3485723,3485730,430
3485730,3486221,33013
3486221,3486428,4425
3486428,3486433,91
3486433,3486459,700
3486459,3486711,4900
3486711,3486726,367
3486726,3486815,2125
3486815,3486900,1318
3486900,3487111,3976
3487111,3487236,2209
3487236,3488498,51873
3488498,3489817,33166
3489817,3490643,16118
3490643,3490798,4360
3490798,3490922,4116
3490922,3491181,30889
3491181,3491182,98
3491182,3491188,253
3491188,3492428,27885
3492428,3492548,2385
3492548,3492587,553
3492587,3492636,1006
3492636,3492827,3468
3492827,3493079,5235
3493079,3493211,2621
3493211,3493269,1045
3493269,3493851,18777
3493851,3493855,815
3493855,3493949,18635
3493949,3494169,9076
3494169,3494189,421
3494189,3494352,3440
3494352,3494556,4542
3494556,3494880,5893
3494880,3495408,10175
3495408,3495607,3589
3495607,3495885,5268
3495885,3496223,6925
3496223,3496502,6410
3496502,3496525,667
3496525,3496783,27931
3496783,3497055,13374
3497055,3497094,1148
3497094,3497915,15699
3497915,3498732,15095
3498732,3498775,814
3498775,3498956,4054
3498956,3498976,515
3498976,3499269,6459
3499269,3499318,1895
3499318,3499348,911
3499348,3499394,2405
3499394,3500752,49358
3500752,3500958,3391
3500958,3501045,1177
3501045,3501225,3447
3501225,3501760,9170
3501760,3502088,5058
3502088,3502636,12264
3502636,3502646,230
3502646,3502687,1480
3502687,3503750,48578
3503750,3503823,1361
3503823,3503862,683
3503862,3504288,7809
3504288,3504382,1341
3504382,3505594,21104
3505594,3505995,18696
3505995,3505997,266
3505997,3506406,23241
3506406,3506531,2733
3506531,3506688,3024
3506688,3506822,2370
3506822,3506887,1106
3506887,3506993,1841
3506993,3507083,1719
3507083,3507624,8099
3507624,3507743,2046
3507743,3507947,3040
3507947,3507974,373
3507974,3508009,540
3508009,3508055,762
3508055,3508283,3681
3508283,3508639,6168
3508639,3508915,5407
3508915,3508952,993
3508952,3509280,8884
3509280,3510473,49060
3510473,3510667,3164
3510667,3510681,233
3510681,3510971,4779
3510971,3511418,7598
3511418,3511508,1423
3511508,3511677,3136
3511677,3511685,112
3511685,3511797,2253
3511797,3511798,7
3511798,3511859,1171
3511859,3511896,673
3511896,3511976,1610
3511976,3512165,4232
3512165,3512209,1676
3512209,3512516,29638
3512516,3512604,4488
3512604,3512634,793
3512634,3512650,594
3512650,3512659,268
3512659,3512805,3700
3512805,3512955,3314
3512955,3513634,12185
3513634,3513797,2791
3513797,3513865,1099
3513865,3514142,5045
3514142,3514300,2923
3514300,3514317,242
3514317,3514754,8305
3514754,3514777,371
3514777,3514789,307
3514789,3514998,4658
3514998,3515141,2947
3515141,3515160,546
3515160,3515218,1453
3515218,3515245,972
3515245,3515499,14270
3515499,3515623,17751
3515623,3515805,6642
3515805,3515898,2852
3515898,3516089,4304
3516089,3516655,10780
3516655,3516792,2604
3516792,3516877,1554
3516877,3516895,304
3516895,3517022,2241
3517022,3517371,6511
3517371,3518244,17967
3518244,3518755,37637
3518755,3519709,18539
3519709,3519984,4505
3519984,3520872,14845
3520872,3521240,8571
3521240,3521571,30518
3521571,3521760,8728
3521760,3521826,1498
3521826,3521911,2277
3521911,3522039,2523
3522039,3522122,2418
3522122,3522907,15435
3522907,3522959,943
3522959,3523223,4803
3523223,3523930,13981
3523930,3523935,44
3523935,3524601,43257
3524601,3524711,3113
3524711,3525067,7812
3525067,3525181,2509
3525181,3525386,4212
3525386,3525463,1489
3525463,3525883,8312
3525883,3526483,10964
3526483,3527051,21084
3527051,3527217,23291
3527217,3527614,9730
3527614,3527634,451
3527634,3528267,12836
3528267,3528433,2957
3528433,3528619,3471
3528619,3528709,1985
3528709,3528815,1856
3528815,3529500,13467
3529500,3529563,1333
3529563,3529571,176
3529571,3529760,5175
3529760,3530111,33132
3530111,3530130,567
3530130,3530935,17726
3530935,3531946,18788
3531946,3532339,7979
3532339,3532904,36981
3532904,3533519,16345
3533519,3533607,2151
3533607,3533850,4336
3533850,3534268,7329
3534268,3534398,2153
3534398,3534408,98
3534408,3534497,1576
3534497,3534562,1244
3534562,3534771,3891
3534771,3534929,3063
3534929,3534953,350
3534953,3534957,96
3534957,3535065,1918
3535065,3535226,3547
3535226,3535972,44219
3535972,3535994,603
3535994,3536388,9140
3536388,3536697,6500
3536697,3536715,440
3536715,3537331,10868
3537331,3537408,1484
3537408,3537920,9254
3537920,3538065,3093
3538065,3538088,458
3538088,3538341,6591
3538341,3538365,280
3538365,3538587,14323
3538587,3538721,20898
3538721,3539037,8953
3539037,3539164,2723
3539164,3539561,7544
3539561,3539655,1415
3539655,3540211,9228
3540211,3540279,1156
3540279,3540515,3971
3540515,3541015,10377
3541015,3541988,48560
3541988,3542259,4224
3542259,3542347,1277
3542347,3542810,7548
3542810,3543142,5263
3543142,3543642,8571
3543642,3545369,63008
3545369,3545396,424
3545396,3545664,5023
3545664,3545708,835
3545708,3545924,3870
3545924,3546232,5535
3546232,3546475,4863
3546475,3546964,9736
3546964,3547116,2813
3547116,3547128,243
3547128,3548320,54216
3548320,3548491,3000
3548491,3549557,19948
3549557,3549874,5875
3549874,3551036,55034
3551036,3551202,3535
3551202,3551414,3728
3551414,3551461,739
3551461,3551611,2434
3551611,3551646,446
3551646,3551669,309
3551669,3552271,11499
3552271,3552304,523
3552304,3552670,6753
3552670,3552975,5738
3552975,3552979,49
3552979,3553118,3619
3553118,3553360,8142
3553360,3553487,19349
3553487,3554155,23578
3554155,3555441,22931
3555441,3555496,1227
3555496,3555859,7037
3555859,3556612,46602
3556612,3557072,10420
3557072,3557088,314
3557088,3557334,4311
3557334,3558615,25754
3558615,3558746,3481
3558746,3558754,84
3558754,3558968,7086
3558968,3559021,3665
3559021,3559072,7512
3559072,3559253,19674
3559253,3559444,6068
3559444,3559459,398
3559459,3559464,121
3559464,3559469,107
3559469,3559845,8458
3559845,3560208,7560
3560208,3560390,3561
3560390,3560432,849
3560432,3560460,565
3560460,3560954,9351
3560954,3561198,5336
3561198,3561199,10
3561199,3561223,430
3561223,3561272,1128
3561272,3561747,35145
3561747,3561795,4435
3561795,3564886,48570
3564886,3564938,1411
3564938,3564999,1901
3564999,3565148,7854
3565148,3565850,39665
3565850,3566081,5324
3566081,3566100,415
3566100,3566672,10813
3566672,3566676,38
3566676,3567444,13816
3567444,3567633,3819
3567633,3567773,4294
3567773,3567854,2309
3567854,3568331,39120
3568331,3569028,15348
3569028,3569085,1248
3569085,3569342,5186
3569342,3569679,6627
3569679,3569778,1821
3569778,3569878,1729
3569878,3569991,2163
3569991,3570001,181
3570001,3570210,4513
3570210,3570577,10152
3570577,3571021,38257
3571021,3571133,3057
3571133,3571731,12313
3571731,3571850,2289
3571850,3572853,20199
3572853,3572858,138
3572858,3572923,1462
3572923,3572952,480
3572952,3572995,887
3572995,3573003,191
3573003,3573053,1175
3573053,3573427,31126
3573427,3573870,17691
3573870,3574044,3369
3574044,3574315,5843
3574315,3574788,10064
3574788,3576015,51488
3576015,3576264,11065
3576264,3576559,8098
3576559,3576806,5182
3576806,3577159,6954
3577159,3578223,23042
3578223,3578272,1592
3578272,3578273,2
3578273,3578291,649
3578291,3578564,30351
3578564,3578764,8490
3578764,3579239,12297
3579239,3579327,2018
3579327,3579690,7607
3579690,3579698,144
3579698,3579964,5331
3579964,3580005,640
3580005,3580228,4537
3580228,3581087,45107
3581087,3581341,12005
3581341,3581352,431
3581352,3582439,23902
3582439,3582448,149
3582448,3582511,1291
3002361,3076261,1560577
3076261,3110370,524660
3110370,3217342,2904806
3217342,3295323,2230325
3295323,3315301,528051
3315301,3367496,1302669
3367496,3378665,332642
3378665,3424511,1241164
3424511,3471418,1455312
3471418,3482356,354490
3482356,3485796,127614
3485796,3507142,628559
3507142,3545806,1124533
3545806,3548473,82114
3548473,3548550,1683
3548550,3548795,4465
3548795,3562866,426970
3562866,3584050,688753
3040041,3482655,11570937
3075459,3092004,256251
3092004,3121927,507552
3121927,3121929,41
3121929,3130603,191587
3130603,3202996,2048933
3202996,3550261,9876690
3550261,3552076,66326
3552076,3567509,445817
3567509,3576755,321015
3257334,3330800,1991303
3330800,3421965,2502190
3421965,3450841,817787
3450841,3523276,2235382
3018400,3023223,100757
3023223,3030250,165659
3030250,3045417,333308
3045417,3085496,710716
3085496,3087341,19499
3087341,3092637,78530
3092637,3139683,936828
3139683,3139702,205
3139702,3139728,420
3139728,3140746,16322
3140746,3141188,14070
3141188,3145892,130260
3145892,3147308,20063
3147308,3154446,180606
3154446,3154861,10669
3154861,3157817,77985
3157817,3165854,241301
3165854,3165923,1191
3165923,3209405,1300116
3209405,3219838,326864
3219838,3223814,105266
3223814,3223830,242
3223830,3223966,2086
3223966,3223970,70
3223970,3237648,347853
3237648,3244150,168699
3244150,3249737,164819
3249737,3250565,14242
3250565,3250582,431
3250582,3268706,527331
3268706,3268717,311
3268717,3277324,253078
3277324,3277396,1276
3277396,3286089,257378
3286089,3308048,660136
3308048,3337730,642303
3337730,3340900,81620
3340900,3341103,4342
3341103,3358861,495990
3358861,3374837,452681
3374837,3386159,335049
3386159,3388248,70312
3388248,3396047,229469
3396047,3396477,15847
3396477,3400700,107153
3400700,3403253,78530
3403253,3415987,340910
3415987,3422753,171767
3422753,3437595,389098
3437595,3442484,151103
3442484,3442890,8081
3442890,3443551,44211
3443551,3443840,6354
3443840,3445678,36525
3445678,3445704,427
3445704,3447409,66925
3447409,3458076,347438
3458076,3458579,9931
3458579,3461631,94505
3461631,3463490,69985
3463490,3464867,59539
3464867,3475135,304244
3475135,3487033,407721
3487033,3488329,30086
3488329,3498040,313582
3498040,3505132,187875
3505132,3505684,10662
3505684,3521239,432344
3521239,3522037,45521
3522037,3525170,94169
3525170,3528276,92657
3528276,3536507,250221
3536507,3544333,205435
3544333,3556341,373516
3556341,3562595,195772
3562595,3568282,163578
3568282,3569428,25131
3569428,3570160,14566
3570160,3570674,17658
3570674,3570679,574
3570679,3570819,23120
3570819,3576322,182741
3576322,3587069,361149
3040220,3077671,734321
3077671,3094785,258106
3035075,3100045,1174879
3100045,3584698,13589568
3322898,3511785,5386973
3511785,3568996,1705604
3047284,3047435,1592
3015248,3298956,6994438
3036613,3050720,283355
3050720,3059140,168027
3059140,3071881,237541
3071881,3125554,886870
3125554,3147948,545899
3147948,3176019,818440
3176019,3201594,731540
3201594,3249757,1366604
3249757,3311173,1798889
3311173,3311248,941
3311248,3419739,2861137
3419739,3419806,971
3419806,3419829,305
3419829,3419852,426
3419852,3420434,9227
3420434,3502204,2510741
3502204,3502243,930
3094343,3212250,2969193
3212250,3360211,3996455
3005201,3009861,105767
3009861,3021755,305771
3021755,3028107,120258
3028107,3037095,225003
3037095,3037271,2229
3037271,3038231,12081
3038231,3042778,90883
3042778,3052399,188780
3052399,3070847,345861
3070847,3071843,36456
3071843,3081112,132475
3081112,3083929,61385
3083929,3088967,80287
3088967,3089648,5921
3089648,3098342,108908
3098342,3108016,160111
3108016,3111601,70947
3111601,3113746,21566
3113746,3119019,96071
3119019,3121963,70171
3121963,3131511,240552
3131511,3137231,123201
3137231,3137549,6459
3137549,3148404,292828
3148404,3167779,533795
3167779,3247732,2277629
3247732,3252933,160227
3252933,3272137,574721
3272137,3285738,381522
3285738,3307176,621734
3307176,3307177,44
3307177,3317796,259557
3317796,3320151,57733
3320151,3372529,1362817
3372529,3406601,967587
3406601,3435823,772571
3435823,3436702,15875
3436702,3448961,400462
3448961,3467320,590173
3467320,3472124,139053
3472124,3472132,152
3472132,3481518,325177
3481518,3484319,88549
3484319,3484542,4807
3484542,3487260,86592
3487260,3507258,593842
3507258,3521242,376990
3521242,3528328,233124
3528328,3544126,450188
3544126,3548073,136546
3548073,3552658,119228
3552658,3554402,64843
3554402,3562317,250113
3562317,3562397,1434
3562397,3562514,1036
3562514,3562535,180
3562535,3580024,538909
3119846,3120030,8776
3120030,3122526,52947
3122526,3122589,815
3122589,3274533,4246559
3100569,3100675,1064
3100675,3161548,1377456
3490709,3509036,521764
3509036,3590542,2492865
3049363,3081313,554221
3081313,3107143,406606
3107143,3213557,2836258
3075670,3491357,11192062
3083223,3170972,1910159
3170972,3186997,454714
3186997,3237779,1467891
3237779,3366739,3509768
3366739,3395023,803992
3044544,3134093,1632947
3134093,3183717,1371176
3183717,3183723,74
3183723,3194626,333052
3194626,3194770,2225
3194770,3202003,201257
3202003,3224866,702072
3224866,3250749,670461
3250749,3334038,2254926
3334038,3386703,1465934
3386703,3475319,2598277
3077448,3087031,125394
3087031,3087039,46
3087039,3087069,480
3087069,3087084,285
3087084,3087130,507
3087130,3087160,285
3087160,3237036,3783746
3237036,3330809,2569083
3330809,3552679,6424349
3552679,3561914,308877
3153008,3219046,1936475
3219046,3532449,8886107
3121913,3121961,614
3121961,3222836,2842943
3104663,3286810,4965937
3286810,3287381,13086
3287381,3304954,516134
3304954,3419664,3030677
3124914,3124930,214
3052551,3119530,1125944
3119530,3175126,1458559
3175126,3183681,255154
3183681,3213013,876782
3213013,3213493,39255
3213493,3213502,135
3213502,3213515,321
3213515,3215316,35149
3215316,3302035,2487871
3302035,3328855,617422
3328855,3337535,186939
3337535,3395798,1647555
3395798,3414756,522368
3414756,3532918,3567584
3009721,3015637,153301
3015637,3017193,26747
3017193,3017256,2815
3017256,3020833,80413
3020833,3022405,54298
3022405,3022983,7773
3022983,3024297,17962
3024297,3032146,176703
3032146,3032157,200
3032157,3043752,251234
3043752,3044263,8311
3044263,3054088,223680
3054088,3061970,130633
3061970,3065035,61244
3065035,3065059,251
3065059,3069738,84764
3069738,3076142,102156
3076142,3078277,54335
3078277,3103603,366679
3103603,3103655,539
3103655,3109092,86435
3109092,3111334,56787
3111334,3111532,2477
3111532,3113433,18973
3113433,3114802,17551
3114802,3115230,8652
3115230,3118473,65945
3118473,3120353,56371
3120353,3120838,7625
3120838,3124484,80592
3124484,3125004,7418
3125004,3133283,193029
3133283,3141247,201538
3141247,3141257,804
3141257,3141276,1044
3141276,3142079,34353
3142079,3143872,24195
3143872,3143914,740
3143914,3145745,63645
3145745,3158098,299331
3158098,3158208,4995
3158208,3160840,72667
3160840,3160867,518
3160867,3161667,47486
3161667,3165068,94905
3165068,3170553,168517
3170553,3173350,84528
3173350,3180081,187744
3180081,3180476,6133
3180476,3189178,257219
3189178,3199067,280331
3199067,3202243,123222
3202243,3209595,209477
3209595,3211272,66451
3211272,3211356,1456
3211356,3215995,118049
3215995,3216561,41543
3216561,3218286,33391
3218286,3220621,76392
3220621,3220663,732
3220663,3220726,1212
3220726,3225594,156459
3225594,3228377,76304
3228377,3234265,120564
3234265,3239318,146339
3239318,3241316,29652
3241316,3246601,155564
3246601,3249260,80701
3249260,3249600,5679
3249600,3252910,92802
3252910,3256509,97607
3256509,3271051,427340
3271051,3272974,67667
3272974,3276683,99654
3276683,3278843,72509
3278843,3279360,8789
3279360,3279515,2366
3279515,3282084,80237
3282084,3284397,76310
3284397,3285412,18613
3285412,3292922,244293
3292922,3293299,6416
3293299,3295375,70498
3295375,3295415,1188
3295415,3297956,58704
3297956,3301549,116178
3301549,3302110,10315
3302110,3305739,93301
3305739,3309548,97618
3309548,3313474,92214
3313474,3317831,97440
3317831,3324558,145783
3324558,3327097,68325
3327097,3342383,352861
3342383,3343439,15783
3343439,3350721,190214
3350721,3350748,688
3350748,3350758,141
3350758,3350803,1324
3350803,3350844,1840
3350844,3358282,221875
3358282,3359459,19995
3359459,3370117,323261
3370117,3370571,9194
3370571,3370975,6968
3370975,3376225,160692
3376225,3376508,4830
3376508,3380420,102246
3380420,3385564,160336
3385564,3386790,26047
3386790,3388546,59031
3388546,3389072,9010
3389072,3389624,11364
3389624,3392511,84678
3392511,3396890,143281
3396890,3396926,478
3396926,3396978,933
3396978,3397598,10913
3397598,3398204,10459
3398204,3400133,67693
3400133,3400257,2157
3400257,3400380,2051
3400380,3400440,862
3400440,3401630,21459
3401630,3403156,59388
3403156,3405452,69561
3405452,3410743,122134
3410743,3410792,839
3410792,3414128,87337
3414128,3414700,13788
3414700,3414889,12544
3414889,3416540,45021
3416540,3419865,86326
3419865,3420253,6178
3420253,3420950,12608
3420950,3427460,163400
3427460,3427535,1132
3427535,3430895,90465
3430895,3434486,96046
3434486,3435527,50658
3435527,3435529,51
3435529,3435532,40
3435532,3435592,1078
3435592,3437570,41755
3437570,3447114,310440
3447114,3447327,3797
3447327,3453268,186418
3453268,3453777,12829
3453777,3455323,62448
3455323,3460443,167978
3460443,3464083,105912
3464083,3469213,168701
3469213,3469690,10720
3469690,3469813,4475
3469813,3469826,565
3469826,3469829,33
3469829,3471629,64209
3471629,3471686,1214
3471686,3473636,71878
3473636,3473681,759
3473681,3473716,808
3473716,3476098,80292
3476098,3479840,110528
3479840,3479892,1233
3479892,3479897,56
3479897,3482355,83896
3482355,3482651,5667
3482651,3482668,394
3482668,3482847,5083
3482847,3484700,69156
3484700,3485278,11712
3485278,3509875,740743
3509875,3510900,18347
3510900,3510905,153
3510905,3515087,107625
3515087,3515123,518
3515123,3515138,443
3515138,3515139,5
3515139,3515201,1528
3515201,3515893,42865
3515893,3515900,248
3515900,3519950,106417
3519950,3520200,3641
3520200,3520433,3872
3520433,3521398,22657
3521398,3521451,2491
3521451,3524935,126072
3524935,3528721,105977
3528721,3530297,59952
3530297,3532050,33955
3532050,3535366,95135
3535366,3536978,62036
3536978,3543685,183459
3543685,3548975,161990
3548975,3551781,85558
3551781,3553291,30843
3553291,3555309,66044
3555309,3558178,89834
3558178,3558374,3918
3558374,3563111,152178
3563111,3570529,204110
3089526,3102126,179928
3102126,3153697,1133738
3247737,3247781,937
3247781,3352123,2826591
3098844,3107615,150545
3107615,3163797,1318973
3163797,3236881,2141669
3236881,3244248,182235
3244248,3331981,2405064
3331981,3369803,1024533
3369803,3379495,273152
3379495,3444214,1806139
3444214,3444276,1182
3444276,3459583,506291
3459583,3490062,976572
3490062,3492819,86262
3023910,3087390,1220878
3087390,3147961,1207869
3147961,3249978,2919897
3249978,3274590,707482
3274590,3318214,1248540
3007171,3007598,6872
3007598,3008144,8454
3008144,3014115,158401
3014115,3031180,371788
3031180,3037249,150695
3037249,3040937,80091
3040937,3041591,8742
3041591,3044030,30962
3044030,3045331,50266
3045331,3066191,381926
3066191,3075595,167895
3075595,3083632,145665
3083632,3092216,110492
3092216,3098856,93239
3098856,3102634,68359
3102634,3102910,2566
3102910,3132189,593638
3132189,3143543,273238
3143543,3160226,434970
3160226,3170588,322927
3170588,3177245,187136
3177245,3195898,537245
3195898,3208462,404764
3208462,3241033,883128
3241033,3273728,944645
3273728,3280783,199261
3280783,3348184,1761043
3348184,3368184,548334
3368184,3368618,6861
3368618,3371635,88597
3371635,3375881,142424
3375881,3381199,158571
3381199,3402814,619177
3402814,3402820,110
3402820,3402876,818
3402876,3415572,340568
3415572,3419996,103658
3419996,3468092,1456015
3468092,3473528,174847
3473528,3473884,7151
3473884,3478309,154998
3478309,3478548,5341
3478548,3489449,353845
3489449,3513461,686625
3513461,3516829,94690
3516829,3528733,353158
3528733,3546924,526233
3546924,3571039,742958
3571039,3574648,107094
3021158,3028672,153097
3028672,3029179,34557
3029179,3031800,36194
3031800,3036715,133106
3036715,3039355,35115
3039355,3041148,56834
3041148,3049946,179176
3049946,3056178,109792
3056178,3056209,416
3056209,3056286,825
3056286,3063176,145875
3063176,3067463,79816
3067463,3079272,189792
3079272,3099238,285929
3099238,3101402,51774
3101402,3103819,23153
3103819,3107290,67094
3107290,3108085,7074
3108085,3110613,34681
3110613,3111565,35284
3111565,3111653,864
3111653,3112075,4298
3112075,3112883,7675
3112883,3113151,2779
3113151,3113255,1140
3113255,3118407,93074
3118407,3118839,5557
3118839,3120552,55457
3120552,3131010,219955
3131010,3136540,149716
3136540,3137560,18193
3137560,3140087,70314
3140087,3141145,22824
3141145,3147116,149872
3147116,3148153,21346
3148153,3153103,141464
3153103,3153908,11625
3153908,3154007,1401
3154007,3154135,2166
3154135,3158294,124333
3158294,3158512,15085
3158512,3158585,1941
3158585,3161549,82809
3161549,3162504,18490
3162504,3168416,173775
3168416,3172831,120667
3172831,3175162,69037
3175162,3178399,93346
3178399,3179379,51088
3179379,3180489,18838
3180489,3180752,4064
3180752,3183843,89553
3183843,3184007,3028
3184007,3190379,188408
3190379,3191352,46926
3191352,3193272,39098
3193272,3193656,36585
3193656,3197357,98693
3197357,3205808,260495
3205808,3206988,20435
3206988,3211761,157477
