device_key,label,device_info,device_type,os,browser,screen,n_txns,n_cards,n_customers
D6d33ed875ecd,Blade V580 Build/LMY47D | chrome 55.0 for android,Blade V580 Build/LMY47D,mobile,"",chrome 55.0 for android,"",1,1,1
D72ded023116b,SM-T550 Build/NMF26X | Android 7.1.1 | chrome 65.0 for android | 1024x768,SM-T550 Build/NMF26X,mobile,Android 7.1.1,chrome 65.0 for android,1024x768,1,1,1
D31c74cd839b5,LGLS991 | Android 6.0 | chrome 58.0 for android | 2560x1440,LGLS991,mobile,Android 6.0,chrome 58.0 for android,2560x1440,1,1,1
D7059cda80209,Windows | Windows 10 | edge 16.0 | 1279x1023,Windows,desktop,Windows 10,edge 16.0,1279x1023,2,1,1
D5310b30d9d13,E6833 | chrome 65.0 for android,E6833,mobile,"",chrome 65.0 for android,"",1,1,1
D88c27ac5991c,MYA-L03 Build/HUAWEIMYA-L03 | chrome generic for android,MYA-L03 Build/HUAWEIMYA-L03,mobile,"",chrome generic for android,"",2,1,1
Dcdd18ade59ef,SM-G720AX | chrome 65.0 for android,SM-G720AX,mobile,"",chrome 65.0 for android,"",1,1,1
Dfdf497c91b34,LG-H631 | Android 6.0 | chrome 59.0 for android | 1280x720,LG-H631,mobile,Android 6.0,chrome 59.0 for android,1280x720,1,1,1
D5c4ce28c2dd5,SAMSUNG SM-N950U1 Build/R16NW | Android 8.0.0 | samsung browser 7.0 | 2220x1081,SAMSUNG SM-N950U1 Build/R16NW,mobile,Android 8.0.0,samsung browser 7.0,2220x1081,1,1,1
De99a73b576f2,iris80 | chrome 62.0 for android,iris80,mobile,"",chrome 62.0 for android,"",1,1,1
Da7ddcbc8096a,verykoolS5524 | chrome 64.0 for android,verykoolS5524,mobile,"",chrome 64.0 for android,"",1,1,1
D5961226aeef6,MacOS | Mac OS X 10_12 | safari 10.0 | 1366x768,MacOS,desktop,Mac OS X 10_12,safari 10.0,1366x768,1,1,1
Dc2eced1d3fe6,iOS Device | iOS 11.3.0 | chrome 63.0 for ios | 1334x750,iOS Device,mobile,iOS 11.3.0,chrome 63.0 for ios,1334x750,1,1,1
Dbd4736f5698f,GT-I8190L Build/JZO54K | chrome 59.0 for android,GT-I8190L Build/JZO54K,mobile,"",chrome 59.0 for android,"",1,1,1
D839319bb2d98,8050G Build/LMY47I | chrome 59.0 for android,8050G Build/LMY47I,mobile,"",chrome 59.0 for android,"",3,1,1
D0eebf34ef82d,Windows | Windows 10 | firefox 60.0 | 1680x1050,Windows,desktop,Windows 10,firefox 60.0,1680x1050,2,1,1
Dd48bfe093610,SM-J727V Build/NRD90M | Android 7.0 | chrome 66.0 for android | 1280x720,SM-J727V Build/NRD90M,mobile,Android 7.0,chrome 66.0 for android,1280x720,1,1,1
Dc5e5ddd77288,AX921 Build/MRA58K | chrome 66.0 for android,AX921 Build/MRA58K,mobile,"",chrome 66.0 for android,"",1,1,1
D55fc0fcdaa05,SM-T350 Build/MMB29M | Android 6.0.1 | chrome 61.0 for android | 1024x768,SM-T350 Build/MMB29M,mobile,Android 6.0.1,chrome 61.0 for android,1024x768,1,1,1
Db7781226a41a,verykoolS5530 Build/LMY47I | chrome 64.0 for android,verykoolS5530 Build/LMY47I,mobile,"",chrome 64.0 for android,"",4,1,1
D204681f0bbb8,SM-G920W8 | chrome 66.0 for android,SM-G920W8,mobile,"",chrome 66.0 for android,"",1,1,1
Df7c201fc79a8,SM-P350 Build/MMB29M | chrome 66.0 for android,SM-P350 Build/MMB29M,mobile,"",chrome 66.0 for android,"",1,1,1
D952453ee170d,Windows | Windows 7 | chrome 66.0 | 1025x768,Windows,desktop,Windows 7,chrome 66.0,1025x768,1,1,1
Db9917aff0865,SAMSUNG SM-G960U Build/R16NW | samsung browser 7.0,SAMSUNG SM-G960U Build/R16NW,mobile,"",samsung browser 7.0,"",1,1,1
D433747736c65,rv:60.0 | Mac OS X 10.13 | firefox 60.0 | 2880x1800,rv:60.0,desktop,Mac OS X 10.13,firefox 60.0,2880x1800,1,1,1
Dcfe5fcc23916,Windows | Windows 7 | firefox 60.0 | 2560x1440,Windows,desktop,Windows 7,firefox 60.0,2560x1440,1,1,1
De14d7a0df8cb,Z798BL Build/MMB29M | Android 6.0.1 | android webview 4.0 | 855x480,Z798BL Build/MMB29M,mobile,Android 6.0.1,android webview 4.0,855x480,1,1,1
D3d6f9e39cbce,rv:53.0 | Mac OS X 10.11 | firefox | 2560x1600,rv:53.0,desktop,Mac OS X 10.11,firefox,2560x1600,1,1,1
D1b98c15d9b70,Windows | Windows 10 | edge 14.0 | 1152x864,Windows,desktop,Windows 10,edge 14.0,1152x864,3,1,1
D9f2fc65f5386,Windows | Windows 10 | chrome | 1024x768,Windows,desktop,Windows 10,chrome,1024x768,1,1,1
D2c8c88a74622,iOS Device | iOS 9.3.5 | mobile safari 9.0 | 2732x2048,iOS Device,mobile,iOS 9.3.5,mobile safari 9.0,2732x2048,1,1,1
D2748e2b130a2,iOS Device | iOS 10.3.2 | mobile safari 10.0 | 2224x1668,iOS Device,mobile,iOS 10.3.2,mobile safari 10.0,2224x1668,1,1,1
Da1aab13dbf8e,Z982 Build/NMF26V | chrome 63.0 for android,Z982 Build/NMF26V,mobile,"",chrome 63.0 for android,"",1,1,1
D7a6f69d767e1,C6743 Build/LMY47V | Android 5.1.1 | chrome 62.0 for android | 960x540,C6743 Build/LMY47V,mobile,Android 5.1.1,chrome 62.0 for android,960x540,1,1,1
D2d4179f40561,LGMS631 Build/MRA58K | chrome 62.0 for android,LGMS631 Build/MRA58K,mobile,"",chrome 62.0 for android,"",1,1,1
Dd803f9c0fb89,MacOS | Mac OS X 10_13_2 | chrome 49.0 | 1280x800,MacOS,desktop,Mac OS X 10_13_2,chrome 49.0,1280x800,1,1,1
D9bde107bdd8b,iOS Device | iOS 10.2.0 | google search application 48.0 | 2048x1536,iOS Device,mobile,iOS 10.2.0,google search application 48.0,2048x1536,1,1,1
D5e26b63ad077,Aquaris V Build/N2G47H | chrome 65.0 for android,Aquaris V Build/N2G47H,mobile,"",chrome 65.0 for android,"",6,1,1
D9f6a93c2efc3,Windows | Windows 8.1 | chrome 62.0 | 2880x1620,Windows,desktop,Windows 8.1,chrome 62.0,2880x1620,4,1,1
D9465a42d064c,moto x4 Build/NPW26.83-18-2-0-4 | chrome 63.0 for android,moto x4 Build/NPW26.83-18-2-0-4,mobile,"",chrome 63.0 for android,"",1,1,1
D541ffbc74df4,Windows | Windows 8.1 | chrome | 1920x1200,Windows,desktop,Windows 8.1,chrome,1920x1200,1,1,1
Da13f4573fd8a,Windows | Windows 8 | chrome 64.0 | 1366x768,Windows,desktop,Windows 8,chrome 64.0,1366x768,1,1,1
D78111d584e3a,HTC Desire 626s Build/LMY47O | Android | chrome 61.0 for android | 1280x720,HTC Desire 626s Build/LMY47O,mobile,Android,chrome 61.0 for android,1280x720,1,1,1
D6eb0f5e1ce0f,5056A Build/MMB29M | chrome 52.0 for android,5056A Build/MMB29M,mobile,"",chrome 52.0 for android,"",3,1,1
D164782d80eb5,MacOS | Mac OS X 10_13_1 | chrome 61.0 | 2880x1800,MacOS,desktop,Mac OS X 10_13_1,chrome 61.0,2880x1800,1,1,1
D58f1c5aa120a,SM-G930V Build/NRD90M | Android 7.0 | android webview 4.0 | 5760x3240,SM-G930V Build/NRD90M,mobile,Android 7.0,android webview 4.0,5760x3240,1,1,1
Da256b6a474ac,SGP511 | chrome 65.0 for android,SGP511,mobile,"",chrome 65.0 for android,"",1,1,1
Dbbc90d64ac74,Windows | Windows 10 | firefox 56.0 | 3840x2160,Windows,desktop,Windows 10,firefox 56.0,3840x2160,1,1,1
Dbca225056034,XT1055 | Android | chrome 60.0 for android | 1280x720,XT1055,mobile,Android,chrome 60.0 for android,1280x720,1,1,1
Da84e2faf66be,MacOS | Mac OS X 10_13_3 | chrome 66.0 | 3360x2100,MacOS,desktop,Mac OS X 10_13_3,chrome 66.0,3360x2100,1,1,1
D776b7b517f8c,2PZC5 | Android 7.1.1 | chrome 63.0 for android,2PZC5,mobile,Android 7.1.1,chrome 63.0 for android,"",1,1,1
D9c5e76009263,Windows | Windows 7 | chrome 63.0 | 2560x1600,Windows,desktop,Windows 7,chrome 63.0,2560x1600,7,1,1
Dc4d9d95f64dc,Lenovo A2016b30 Build/MRA58K | chrome 58.0 for android,Lenovo A2016b30 Build/MRA58K,mobile,"",chrome 58.0 for android,"",2,1,1
D77c67dd8d366,SAMSUNG-SM-N920A Build/NRD90M | chrome 64.0 for android,SAMSUNG-SM-N920A Build/NRD90M,mobile,"",chrome 64.0 for android,"",1,1,1
D84e9c5c871df,8050G Build/LMY47I | chrome 61.0 for android,8050G Build/LMY47I,mobile,"",chrome 61.0 for android,"",8,1,1
D37fefe919889,MacOS | Mac OS X 10_11_6 | other | 1440x900,MacOS,mobile,Mac OS X 10_11_6,other,1440x900,1,1,1
D836fcadec650,iOS Device | iOS 11.2.0 | other | 1334x750,iOS Device,mobile,iOS 11.2.0,other,1334x750,1,1,1
D014da3e6fef5,Linux | chrome 55.0 | 1920x1080,"",desktop,Linux,chrome 55.0,1920x1080,2,1,1
D261ce9d6285b,Windows | Windows XP | chrome 49.0,Windows,desktop,Windows XP,chrome 49.0,"",1,1,1
D7a0ed413149b,Pixel 2 Build/OPM1.171019.011 | Android 8.1.0 | chrome 62.0 for android,Pixel 2 Build/OPM1.171019.011,mobile,Android 8.1.0,chrome 62.0 for android,"",1,1,1
D3ea8d2925393,F1f Build/LMY47V | chrome 56.0 for android,F1f Build/LMY47V,mobile,"",chrome 56.0 for android,"",1,1,1
D69e630a5c089,QTAIR7 Build/LMY47D | Android | chrome 63.0 for android | 1920x1200,QTAIR7 Build/LMY47D,mobile,Android,chrome 63.0 for android,1920x1200,1,1,1
D4699b8ea9bf7,rv:56.0 | Mac OS X 10.10 | firefox 56.0 | 1680x1050,rv:56.0,desktop,Mac OS X 10.10,firefox 56.0,1680x1050,1,1,1
Deed754d0b914,Windows | Windows 8.1 | opera 49.0 | 1920x1080,Windows,desktop,Windows 8.1,opera 49.0,1920x1080,1,1,1
D0f86a2ffd10b,GT-N5110 | Android 4.4.2 | chrome 61.0 for android,GT-N5110,mobile,Android 4.4.2,chrome 61.0 for android,"",1,1,1
Db65ef065bb60,SM-G530P | Android 5.1.1 | chrome 63.0 for android | 960x540,SM-G530P,mobile,Android 5.1.1,chrome 63.0 for android,960x540,1,1,1
D7302f6a71d66,LGUS990 | Android 4.4.2 | chrome 63.0 for android | 2560x1440,LGUS990,mobile,Android 4.4.2,chrome 63.0 for android,2560x1440,1,1,1
D667bcbe27786,VS987 Build/NRD90U | chrome 63.0 for android,VS987 Build/NRD90U,mobile,"",chrome 63.0 for android,"",1,1,1
D5d75185b7859,SM-G955F Build/NRD90M | android webview 4.0,SM-G955F Build/NRD90M,mobile,"",android webview 4.0,"",4,1,1
Dffe953f83657,SGH-M919 Build/KTU84P | Android | chrome generic | 1920x1080,SGH-M919 Build/KTU84P,mobile,Android,chrome generic,1920x1080,1,1,1
D5592489b51fc,Moto G (4) Build/NPJS25.93-14-15 | chrome 56.0 for android,Moto G (4) Build/NPJS25.93-14-15,mobile,"",chrome 56.0 for android,"",1,1,1
Daf56b56ee656,LG-D680 | chrome 62.0 for android,LG-D680,mobile,"",chrome 62.0 for android,"",1,1,1
D7b88aefcb98a,MacOS | Mac OS X 10_12_6 | safari 11.0 | 1280x800,MacOS,desktop,Mac OS X 10_12_6,safari 11.0,1280x800,4,1,1
D59030c4f89c7,XT1080 Build/SU6-7.7 | Android | chrome 59.0 for android | 1280x720,XT1080 Build/SU6-7.7,mobile,Android,chrome 59.0 for android,1280x720,1,1,1
D36d0a948a3f3,SAMSUNG SM-J530F Build/NRD90M | samsung browser 6.2,SAMSUNG SM-J530F Build/NRD90M,mobile,"",samsung browser 6.2,"",1,1,1
D47a115efd209,SM-T713 Build/NRD90M | Android 7.0 | chrome 62.0 for android | 2048x1536,SM-T713 Build/NRD90M,mobile,Android 7.0,chrome 62.0 for android,2048x1536,1,1,1
D421b6a407656,LG-H650 Build/LMY47V | chrome 51.0 for android,LG-H650 Build/LMY47V,mobile,"",chrome 51.0 for android,"",1,1,1
Dea1f796cddb1,E6853 | chrome 63.0 for android,E6853,mobile,"",chrome 63.0 for android,"",1,1,1
D124ee4b73ae1,SAMSUNG-SM-G935A Build/NRD90M | Android 7.0 | chrome 63.0 for android,SAMSUNG-SM-G935A Build/NRD90M,mobile,Android 7.0,chrome 63.0 for android,"",1,1,1
D8959e13e1723,SAMSUNG SM-G890A Build/NRD90M | Android 7.0 | samsung browser 5.4 | 2560x1440,SAMSUNG SM-G890A Build/NRD90M,mobile,Android 7.0,samsung browser 5.4,2560x1440,1,1,1
Db0673f99449e,SM-G935W8 | Android 7.0 | chrome 63.0 for android | 1920x1080,SM-G935W8,mobile,Android 7.0,chrome 63.0 for android,1920x1080,1,1,1
D8f39d222b91b,Techpad | chrome 66.0 for android,Techpad,mobile,"",chrome 66.0 for android,"",1,1,1
D57b0e2e7a8b7,1016S | chrome generic,1016S,mobile,"",chrome generic,"",1,1,1
D66a4a7289dea,BBA100-2 | chrome 63.0 for android,BBA100-2,mobile,"",chrome 63.0 for android,"",1,1,1
D3e4059382299,rv:58.0 | Mac OS X 10.9 | firefox 58.0 | 1440x900,rv:58.0,desktop,Mac OS X 10.9,firefox 58.0,1440x900,1,1,1
Dc2da502f811e,SM-G920V Build/MMB29K | Android 6.0.1 | chrome 51.0 for android | 2560x1440,SM-G920V Build/MMB29K,mobile,Android 6.0.1,chrome 51.0 for android,2560x1440,1,1,1
D41ac5173b013,SAMSUNG-SM-T377A Build/MMB29K | chrome 63.0 for android,SAMSUNG-SM-T377A Build/MMB29K,mobile,"",chrome 63.0 for android,"",4,1,1
D2ba1026f323b,LG-D802 | chrome 63.0 for android,LG-D802,mobile,"",chrome 63.0 for android,"",1,1,1
D934f2040390c,SM-G550T1 Build/MMB29K | chrome 63.0 for android,SM-G550T1 Build/MMB29K,mobile,"",chrome 63.0 for android,"",1,1,1
D77bd39837fe7,5015A Build/LMY47I | chrome 59.0 for android,5015A Build/LMY47I,mobile,"",chrome 59.0 for android,"",2,1,1
Df9c9ef043203,SAMSUNG-SM-G891A Build/NRD90M | chrome 66.0 for android,SAMSUNG-SM-G891A Build/NRD90M,mobile,"",chrome 66.0 for android,"",1,1,1
D0e1fca828d4c,R8106 | chrome 62.0 for android,R8106,mobile,"",chrome 62.0 for android,"",1,1,1
Dbc31bda49c30,IO | chrome 65.0 for android,IO,mobile,"",chrome 65.0 for android,"",1,1,1
Deb13dd1aa2d8,Ilium LT500 Build/LMY47O | chrome 60.0 for android,Ilium LT500 Build/LMY47O,mobile,"",chrome 60.0 for android,"",1,1,1
De351ef6128a6,MacOS | Mac OS X 10_11_5 | chrome 66.0 | 1280x800,MacOS,desktop,Mac OS X 10_11_5,chrome 66.0,1280x800,1,1,1
D10a70dd53820,LGLS775 Build/NRD90U | chrome 66.0 for android,LGLS775 Build/NRD90U,mobile,"",chrome 66.0 for android,"",3,1,1
D638a17ac8007,LG-TP450 Build/NRD90U | chrome 66.0 for android,LG-TP450 Build/NRD90U,mobile,"",chrome 66.0 for android,"",1,1,1
D34f481c14f3c,C6603 | chrome 65.0 for android,C6603,mobile,"",chrome 65.0 for android,"",1,1,1
D5ac997e2872a,LG-H990 Build/NRD90M | chrome 65.0 for android,LG-H990 Build/NRD90M,mobile,"",chrome 65.0 for android,"",1,1,1
D65329785381b,SAMSUNG SM-G900I Build/MMB29M | samsung browser 6.4,SAMSUNG SM-G900I Build/MMB29M,mobile,"",samsung browser 6.4,"",3,1,1
D02bd48d07434,Linux x86_64 | Linux | firefox 59.0 | 1920x1080,Linux x86_64,desktop,Linux,firefox 59.0,1920x1080,2,1,1
D07288a09e973,Hisense F20 Build/MMB29M | chrome generic for android,Hisense F20 Build/MMB29M,mobile,"",chrome generic for android,"",2,1,1
Db6e484047f5a,Moto G Play Build/NPIS26.48-36-2 | chrome generic for android,Moto G Play Build/NPIS26.48-36-2,mobile,"",chrome generic for android,"",1,1,1
D49e9fa38fb3c,Windows | Windows 10 | chrome generic | 960x640,Windows,desktop,Windows 10,chrome generic,960x640,1,1,1
D1686a8c7e599,SM-G955W | chrome generic for android,SM-G955W,mobile,"",chrome generic for android,"",1,1,1
D4dbe62caf794,E6853 | chrome 62.0 for android,E6853,mobile,"",chrome 62.0 for android,"",1,1,1
D5f5300a0bf53,Windows | Windows 8.1 | ie 11.0 for desktop | 1919x1079,Windows,desktop,Windows 8.1,ie 11.0 for desktop,1919x1079,1,1,1
D071b70adb570,SM-G935F Build/NRD90M | opera,SM-G935F Build/NRD90M,mobile,"",opera,"",1,1,1
D74d023d9949f,AX821 Build/MRA58K | chrome generic for android,AX821 Build/MRA58K,mobile,"",chrome generic for android,"",1,1,1
D3eb04e2d03ec,iOS Device | iOS 11.4.0 | mobile safari generic | 1136x640,iOS Device,mobile,iOS 11.4.0,mobile safari generic,1136x640,1,1,1
Dc5b01304f763,Windows | Windows 7 | chrome 66.0 | 1400x1050,Windows,desktop,Windows 7,chrome 66.0,1400x1050,1,1,1
D776508359b65,Windows | Windows 10 | chrome 66.0 | 2256x1504,Windows,desktop,Windows 10,chrome 66.0,2256x1504,1,1,1
D86cd5e04f474,SM-G900T1 | Android 6.0.1 | chrome 66.0 for android | 1920x1080,SM-G900T1,mobile,Android 6.0.1,chrome 66.0 for android,1920x1080,1,1,1
D364f79ca8aa7,SAMSUNG SM-G955U Build/NRD90M | Android 7.0 | samsung browser 5.4 | 2220x1080,SAMSUNG SM-G955U Build/NRD90M,mobile,Android 7.0,samsung browser 5.4,2220x1080,1,1,1
D084e2a480102,SM-A520F Build/MMB29K | chrome generic for android,SM-A520F Build/MMB29K,mobile,"",chrome generic for android,"",2,1,1
D1ac5a68905cd,TREKKER-X3 Build/MMB29M | chrome 66.0 for android,TREKKER-X3 Build/MMB29M,mobile,"",chrome 66.0 for android,"",1,1,1
D5f9f35c8d2df,SAMSUNG SM-G900A Build/MMB29M | Android 6.0.1 | samsung browser 6.4 | 1920x1080,SAMSUNG SM-G900A Build/MMB29M,mobile,Android 6.0.1,samsung browser 6.4,1920x1080,1,1,1
Da7c665fa5a48,GT-N5110 Build/JDQ39 | chrome 66.0 for android,GT-N5110 Build/JDQ39,mobile,"",chrome 66.0 for android,"",1,1,1
Daeba7fecca57,rv:55.0 | Mac OS X 10.13 | firefox 55.0 | 1920x1080,rv:55.0,desktop,Mac OS X 10.13,firefox 55.0,1920x1080,1,1,1
D072d5ad17f44,Windows | Windows 10 | edge 14.0 | 1279x1023,Windows,desktop,Windows 10,edge 14.0,1279x1023,1,1,1
Dea00a145d052,MacOS | Mac OS X 10_12_3 | chrome 62.0 | 1920x1080,MacOS,desktop,Mac OS X 10_12_3,chrome 62.0,1920x1080,2,1,1
D03fce4b291a9,SM-N950U Build/NMF26X | chrome generic for android,SM-N950U Build/NMF26X,mobile,"",chrome generic for android,"",1,1,1
Dc5c3efce3732,HTC_Desire_820 | android webview 4.0,HTC_Desire_820,mobile,"",android webview 4.0,"",1,1,1
D37e0f83b3db7,iOS Device | iOS 11.3.1 | chrome 63.0 for ios | 1334x750,iOS Device,mobile,iOS 11.3.1,chrome 63.0 for ios,1334x750,1,1,1
Dbc14e99be4f8,XT1635-02 Build/OPN27.76-12-22 | chrome 66.0 for android,XT1635-02 Build/OPN27.76-12-22,mobile,"",chrome 66.0 for android,"",1,1,1
D0d38b66a4212,RNE-L22 Build/HUAWEIRNE-L22 | chrome 66.0 for android,RNE-L22 Build/HUAWEIRNE-L22,mobile,"",chrome 66.0 for android,"",2,1,1
Db11d6cb470de,ASUS_Z017D | chrome 66.0 for android,ASUS_Z017D,mobile,"",chrome 66.0 for android,"",2,1,1
D8d46f29dc80e,Build/OPM1.171019.011 | Android 8.1.0 | chrome 66.0 for android | 2160x1081,Build/OPM1.171019.011,mobile,Android 8.1.0,chrome 66.0 for android,2160x1081,1,1,1
Dd5ae9f777bec,MacOS | Mac OS X 10_13_3 | safari 11.0 | 3360x2100,MacOS,desktop,Mac OS X 10_13_3,safari 11.0,3360x2100,1,1,1
De73bea7f08b1,Pixel 2 XL Build/OPM2.171019.029 | Android 8.1.0 | chrome generic for android | 2882x1442,Pixel 2 XL Build/OPM2.171019.029,mobile,Android 8.1.0,chrome generic for android,2882x1442,1,1,1
Dea58872bd4fb,Windows | Windows 10 | firefox 60.0 | 3840x2160,Windows,desktop,Windows 10,firefox 60.0,3840x2160,2,1,1
Dbf2828647a3c,SM-G930T Build/NRD90M | Android 7.0 | chrome 66.0 for android | 2560x1440,SM-G930T Build/NRD90M,mobile,Android 7.0,chrome 66.0 for android,2560x1440,3,1,1
D90d3a5d390b2,LG-TP450 Build/NRD90U | Android 7.0 | chrome 58.0 for android | 1920x1080,LG-TP450 Build/NRD90U,mobile,Android 7.0,chrome 58.0 for android,1920x1080,1,1,1
Dd2028a4ebbb8,Windows | Windows 7 | firefox 60.0 | 1280x1023,Windows,desktop,Windows 7,firefox 60.0,1280x1023,2,1,1
De1b7ba1b9334,E5306 | chrome 65.0 for android,E5306,mobile,"",chrome 65.0 for android,"",1,1,1
D50e66d284a75,P5526A Build/NRD90M | chrome 62.0 for android,P5526A Build/NRD90M,mobile,"",chrome 62.0 for android,"",1,1,1
D9f08b4e6cb4a,ASUS_Z017DA | chrome 64.0 for android,ASUS_Z017DA,mobile,"",chrome 64.0 for android,"",1,1,1
Db52e3ea980d8,Aquaris X5 Plus Build/NMF26F | chrome 64.0 for android,Aquaris X5 Plus Build/NMF26F,mobile,"",chrome 64.0 for android,"",1,1,1
D0c48e45460bd,PULP 4G Build/LMY47V | chrome generic,PULP 4G Build/LMY47V,desktop,"",chrome generic,"",5,1,1
Df28449f6ebdd,QTASUN1 Build/NRD90M | Android 7.0 | chrome 56.0 for android | 1920x1200,QTASUN1 Build/NRD90M,mobile,Android 7.0,chrome 56.0 for android,1920x1200,3,1,1
D717799854c19,HTC One mini Build/KOT49H | chrome 64.0 for android,HTC One mini Build/KOT49H,mobile,"",chrome 64.0 for android,"",3,1,1
D3c7ffa2cc059,iOS Device | iOS 11.2.5 | chrome 63.0 for ios | 2048x1536,iOS Device,mobile,iOS 11.2.5,chrome 63.0 for ios,2048x1536,1,1,1
D824e28571f4f,SM-J327VPP Build/NRD90M | Android 7.0 | chrome 62.0 for android | 1280x720,SM-J327VPP Build/NRD90M,mobile,Android 7.0,chrome 62.0 for android,1280x720,1,1,1
D951a54f7c488,NetHelper70 | ie 11.0 for desktop,NetHelper70,desktop,"",ie 11.0 for desktop,"",1,1,1
D8a779a078193,SM-G360T1 Build/LMY47X | chrome 53.0 for android,SM-G360T1 Build/LMY47X,mobile,"",chrome 53.0 for android,"",1,1,1
Deb8a8350b613,SM-G900P Build/MMB29M | Android 6.0.1 | android webview 4.0 | 1920x1080,SM-G900P Build/MMB29M,mobile,Android 6.0.1,android webview 4.0,1920x1080,1,1,1
Dad93626b5cd3,SAMSUNG SM-G920P Build/NRD90M | Android 7.0 | samsung browser generic | 2560x1440,SAMSUNG SM-G920P Build/NRD90M,mobile,Android 7.0,samsung browser generic,2560x1440,1,1,1
D915422350d5a,Android | chrome | 1280x720,"",mobile,Android,chrome,1280x720,2,1,1
D562f04edc062,SM-J710MN Build/MMB29K | chrome 55.0 for android,SM-J710MN Build/MMB29K,mobile,"",chrome 55.0 for android,"",1,1,1
D99b200a03e65,XT1003 | chrome 62.0 for android,XT1003,mobile,"",chrome 62.0 for android,"",1,1,1
D8dd7dbaf83aa,VS425 | Android 6.0.1 | chrome generic for android | 855x480,VS425,mobile,Android 6.0.1,chrome generic for android,855x480,2,1,1
D388d9f7a8d73,Windows NT 6.1 | Windows 7 | ie | 1536x864,Windows NT 6.1,desktop,Windows 7,ie,1536x864,1,1,1
D85743ec64312,MacOS | Mac | chrome 62.0 | 2560x1440,MacOS,desktop,Mac,chrome 62.0,2560x1440,1,1,1
D18795652836b,rv:57.0 | Windows 7 | firefox 57.0 | 1024x768,rv:57.0,desktop,Windows 7,firefox 57.0,1024x768,1,1,1
D3b01f1bc8fb4,LGUS215 Build/NRD90U | Android 7.0 | chrome 62.0 for android | 1280x720,LGUS215 Build/NRD90U,mobile,Android 7.0,chrome 62.0 for android,1280x720,1,1,1
D3d55e4471f06,MacOS | Mac OS X 10_11_5 | chrome 65.0 | 5120x2880,MacOS,desktop,Mac OS X 10_11_5,chrome 65.0,5120x2880,1,1,1
D0f1a897c4bbf,VS995 Build/NRD90M | chrome 65.0 for android,VS995 Build/NRD90M,mobile,"",chrome 65.0 for android,"",1,1,1
D957033b9570c,MacOS | Mac | chrome 49.0 | 1440x900,MacOS,desktop,Mac,chrome 49.0,1440x900,1,1,1
D12574e22677f,Alcatel_4060A | Android 5.1.1 | chrome 60.0 for android | 855x480,Alcatel_4060A,mobile,Android 5.1.1,chrome 60.0 for android,855x480,1,1,1
Dd67f0419fd94,MacOS | Mac OS X 10_12_3 | chrome 63.0 | 1366x768,MacOS,desktop,Mac OS X 10_12_3,chrome 63.0,1366x768,1,1,1
D52eb3d74effa,LGMS550 Build/NRD90U | Android 7.0 | chrome 63.0 for android,LGMS550 Build/NRD90U,mobile,Android 7.0,chrome 63.0 for android,"",2,1,1
D296971f890a9,rv:53.0 | Windows 10 | firefox | 1600x900,rv:53.0,desktop,Windows 10,firefox,1600x900,1,1,1
Dcf87f1a1d671,MacOS | Mac OS X 10_10_5 | chrome 56.0 | 1440x900,MacOS,desktop,Mac OS X 10_10_5,chrome 56.0,1440x900,1,1,1
Da998487e96bb,Windows | Windows 10 | chrome 63.0 | 2816x1584,Windows,desktop,Windows 10,chrome 63.0,2816x1584,1,1,1
D5b1c45225732,P4526A Build/NRD90M | chrome 62.0 for android,P4526A Build/NRD90M,mobile,"",chrome 62.0 for android,"",1,1,1
D83ba0018dfbf,LT30p | chrome 50.0 for android,LT30p,mobile,"",chrome 50.0 for android,"",1,1,1
De40e925f6ebf,F5321 | chrome 65.0 for android,F5321,mobile,"",chrome 65.0 for android,"",2,1,1
D4a54d7f5900a,SM-G550T Build/MMB29K | Android 6.0.1 | chrome 62.0 for android | 1280x720,SM-G550T Build/MMB29K,mobile,Android 6.0.1,chrome 62.0 for android,1280x720,1,1,1
De1ae7b19b640,XT1575 | Android 7.0 | chrome 63.0 for android | 2562x1442,XT1575,mobile,Android 7.0,chrome 63.0 for android,2562x1442,1,1,1
De36877be0d62,SM-J120H Build/LMY47V | chrome 56.0 for android,SM-J120H Build/LMY47V,mobile,"",chrome 56.0 for android,"",1,1,1
D62391b4b19fb,MacOS | Mac OS X 10_13_1 | chrome 63.0 | 1600x900,MacOS,desktop,Mac OS X 10_13_1,chrome 63.0,1600x900,1,1,1
D05230eb5efe4,MacOS | Mac | safari generic | 1152x720,MacOS,desktop,Mac,safari generic,1152x720,2,1,1
D685c4a445260,SM-T813 Build/NRD90M | Android 7.0 | opera | 2048x1536,SM-T813 Build/NRD90M,mobile,Android 7.0,opera,2048x1536,1,1,1
D9a929d4fcb07,FRD-L04 Build/HUAWEIFRD-L04 | chrome 63.0 for android,FRD-L04 Build/HUAWEIFRD-L04,mobile,"",chrome 63.0 for android,"",1,1,1
D627d27abe6d6,HUAWEI Build/MMB28B | chrome 63.0 for android,HUAWEI Build/MMB28B,mobile,"",chrome 63.0 for android,"",1,1,1
D380d025ff06f,Hisense F102 Build/NRD90M | chrome 65.0 for android,Hisense F102 Build/NRD90M,mobile,"",chrome 65.0 for android,"",1,1,1
Da81633714895,MacOS | Mac OS X 10_10_5 | safari generic | 1280x768,MacOS,desktop,Mac OS X 10_10_5,safari generic,1280x768,1,1,1
